start_date,end_date,recipient_name,amount
2022-04-19,2024-09-30,PATRIOT TEAM,2118848.14
2015-04-06,2016-04-16,"HMR TECH, LLC",2107700.76
2018-07-27,2020-06-26,"RORE, INC.",2104876.45
2024-02-27,2026-06-30,"DRS TRAINING & CONTROL SYSTEMS, LLC",2081222.0
2012-01-25,2017-07-24,AAALAC INTERNATIONAL,2077565.0
2010-09-28,2012-05-24,"LUNA DEVELOPMENT SERVICES, LLC",2072175.21
2023-09-30,2025-08-04,GREENWORX INC,2067596.12
2011-09-26,2014-04-30,"METTERS INDUSTRIES, INC.",2052717.16
2012-10-01,2013-10-31,CITY & COUNTY OF HONOLULU ENVIRON SERVICES,2043444.1
2024-03-20,2026-03-27,"AMERICAN FLOWFORM PRODUCTS, LLC",2038027.4
2007-12-10,2008-06-10,MISCELLANEOUS FOREIGN AWARDEES,2032800.0
2023-09-07,2024-03-27,"ROCKY BRANDS, INC.",2030101.92
2009-07-27,2011-04-30,"GAGHAN MECHANICAL, INC.",2025523.0
2013-09-18,2014-03-31,"AEEC, LLC",2021709.56
2009-09-16,2012-09-15,IIT RESEARCH INSTITUTE,2018932.0
2019-05-21,2021-07-31,GENERAL ELECTRIC COMPANY,2018838.4
2020-03-12,2022-01-31,"LOCKHEED MARTIN SERVICES, LLC",2005651.0
2010-04-01,2010-04-30,DOMESTIC AWARDEES (UNDISCLOSED),2004587.06
2022-09-07,2026-09-04,ARETE ASSOCIATES,1999953.0
2017-09-13,2023-06-08,"IQ SOLUTIONS, INC.",1989673.23
2020-04-24,2020-12-30,"ALLCLEAR AEROSPACE & DEFENSE, INC.",1989000.0
2012-09-28,2013-09-27,NOVA TECHNOLOGIES AN EMPLOYEE-OWNED ENGINEERING COMPANY,1973347.89
2023-06-15,2023-06-21,HUSKY MARKETING AND SUPPLY COMPANY,1961677.2
2007-06-01,2007-11-30,BOOZ ALLEN HAMILTON INC.,1959105.5
2020-09-18,2022-11-20,THE CNA CORPORATION,1950000.0
2022-08-10,2024-06-11,WOODWARD HRT INC,1943804.8
2021-07-09,2023-07-25,"DELPHINUS ENGINEERING, INC.",1942341.6
2013-09-20,2022-12-31,BOOZ ALLEN HAMILTON INC,1935741.73
2022-03-10,2022-04-09,"VENTECH, INC.",1929366.49
2019-07-16,2024-02-29,GREENE MACHINE & MANUFACTURING INC,1920661.8
2019-03-29,2020-10-19,RAYTHEON COMPANY,1918221.0
2008-08-29,2011-02-28,NATIONAL ASSOCIATION OF STATE MENTAL HEALTH PROGRAM DIRECTORS INC.,1916421.0
2025-03-17,2026-06-16,"DARK FISSION SPACE SYSTEMS, INC.",1899281.8
2000-09-13,2010-08-31,SRI INTERNATIONAL,1898501.0
2011-10-01,2011-12-31,EURPAC SERVICE INCORPORATED,1888854.47
2025-07-22,2025-07-23,AMERISOURCEBERGEN DRUG CORP,1878610.85
2012-04-11,2012-05-11,"IND-MAR SERVICES, INC.",1868988.0
2020-09-21,2020-10-21,"MERCOM, INCORPORATED",1868000.0
2020-03-04,2020-09-30,PATRIOT TEAM,1863810.52
2020-01-07,2021-01-06,THE BOEING COMPANY,1863033.9
2024-05-23,2027-05-22,UNIVERSITY OF WASHINGTON,1861897.0
2014-01-27,2014-03-19,THERMCOR INC,1852089.0
2008-03-17,2011-09-23,"MORGANFRANKLIN CONSULTING, LLC",1850917.43
2024-01-23,2027-05-31,"GEOSYNTEC BRICE JV, LLC",1834937.0
2022-10-21,2023-10-20,R & W CONTRACTORS INC,1828000.0
2011-01-12,2011-03-31,SIKORSKY SUPPORT SERVICES INC,1819867.79
2020-04-15,2021-04-14,"FOUR POINTS TECHNOLOGY, L.L.C.",1814046.72
2015-09-30,2018-02-01,"T & T CONSTRUCTION ENTERPRISES, LLC",1808998.0
2004-09-24,2008-06-18,TYBRIN CORPORATION,1802108.57
2023-02-28,2024-07-11,TECH SYSTEMS INC,1802050.56
2024-09-25,2026-03-30,NORTHROP GRUMMAN SYSTEMS CORPORATION,1801245.0
2012-03-30,2016-05-18,"A-TECH SYSTEMS, INC.",1777000.0
2011-01-12,2011-03-31,SIKORSKY SUPPORT SERVICES INC,1819867.79
2020-04-15,2021-04-14,"FOUR POINTS TECHNOLOGY, L.L.C.",1814046.72
2015-09-30,2018-02-01,"T & T CONSTRUCTION ENTERPRISES, LLC",1808998.0
2004-09-24,2008-06-18,TYBRIN CORPORATION,1802108.57
2023-02-28,2024-07-11,TECH SYSTEMS INC,1802050.56
2024-09-25,2026-03-30,NORTHROP GRUMMAN SYSTEMS CORPORATION,1801245.0
2012-03-30,2016-05-18,"A-TECH SYSTEMS, INC.",1777000.0
2024-10-27,2025-08-23,CREATIVE BUILDS CORPORATION,1773497.0
2023-09-01,2025-05-31,CONEXUS INC,1773059.23
2024-09-23,2025-03-22,VALOR HEALTHCARE INC,1771255.12
2009-03-20,2009-03-26,"RAPID IMAGING SOFTWARE, INC.",1761886.0
2023-01-10,2024-08-30,CONTEGO ENVIRONMENTAL LLC,1756000.0
2014-04-24,2014-04-24,"WESTERN REFINING COMPANY, L.P.",1749836.25
2023-07-21,2025-11-26,JADE CREEK CONSTRUCTION LLC,1743589.02
2012-07-01,2012-09-30,OCCUPATIONAL TRAINING CENTER OF BURLINGTON COUNTY,1737343.09
2013-07-16,2015-04-15,"ADVANCED CORE CONSULTING, INC.",1730459.44
2014-05-28,2017-09-30,"CH2M HILL, INC",1713542.73
2004-07-28,2009-02-04,"L-3 SERVICES, INC.",1710561.02
2016-06-03,2025-09-29,"E4H - ENVIRONMENTS FOR HEALTH, LLC",1709892.86
2022-09-15,2026-09-14,TEYA SUPPORT SERVICES LLC,1701157.99
2025-09-17,2025-12-11,"BIOSPACE, INC.",1689784.28
2025-08-26,2026-07-31,LOCKHEED MARTIN CORPORATION,1683668.0
2024-09-30,2026-06-29,"TIPPING POINT SOLUTIONS, INC.",1682680.84
2016-11-09,2017-10-30,"PHOENIX INTERNATIONAL HOLDINGS, INC.",1675878.59
2016-09-07,2018-09-06,"NIGHTWING INTELLIGENCE SOLUTIONS, LLC",1666376.0
2016-09-30,2017-11-29,"FASTING ENTERPRISES, INC",1648419.0
2023-03-01,2026-05-19,LYNKER CORPORATION,1640650.92
2009-09-03,2012-12-03,"BERING STRAITS TECHNICAL SERVICES, LLC",1639297.3
2008-07-24,2008-10-22,"L3 TECHNOLOGIES, INC.",1637890.0
2022-09-28,2029-09-27,METGREEN SOLUTIONS INC,1637340.0
2006-01-04,2007-10-31,SIKORSKY AIRCRAFT CORPORATION,1635282.17
2012-05-23,2013-06-28,TELECOMMUNICATION SYSTEMS INC,1633887.0
2011-09-22,2012-01-01,HUMAN RESOURCES UNLTD. INC.,1607238.31
2024-07-09,2025-05-30,IRONCLAD SERVICES INC,1604993.25
2019-07-16,2020-07-15,NETIMPACT STRATEGIES INC,1598910.0
2007-02-01,2007-09-30,"HANA GROUP, INC., THE",1590298.16
2009-06-26,2009-09-25,PARSONS GOVERNMENT SERVICES INC.,1574093.0
2007-06-22,2008-04-30,URS FEDERAL SERVICES INC.,1573960.92
2017-10-16,2018-02-21,"SPECIALIZED MATERIALS AND CHEMICALS, LLC",1572480.0
2016-12-28,2017-01-31,CALUMET SHREVEPORT FUELS LLC,1567095.6
2025-05-15,2025-06-02,VALERO MARKETING AND SUPPLY CO,1564988.04
2009-07-08,2024-03-22,NORTHROP GRUMMAN SYSTEMS CORPORATION,1556459.06
2019-06-11,2024-01-09,GE PRECISION HEALTHCARE LLC,1552738.0
2013-08-22,2015-06-21,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,1545000.0
2022-08-16,2023-01-31,"BROCKINGTON AND ASSOCIATES, INC.",1541468.46
2018-02-27,2018-08-24,NATIONAL INDUSTRIES FOR THE BLIND,1541030.4
2016-10-04,2017-12-18,"ATLANTIC DIVING SUPPLY, INC.",1536564.96
2008-01-14,2008-09-30,HAMILTON SUNDSTRAND CORPORATION,1529353.95
2018-04-01,2018-07-31,VECTOR CSP LLC,1527386.4
2008-04-29,2011-12-05,"SPC FEDERAL, LLC",1524835.22
2016-04-29,2017-04-29,"NOVA GROUP, INC.",1524130.78
2017-09-21,2019-09-29,"DLT SOLUTIONS, LLC",1523830.0
2009-01-31,2009-01-31,MONUMENT CONSTRUCTION CORPORATION,1519000.0
2011-08-25,2012-09-30,SERCO SERVICES INC,1516819.0
2020-03-11,2025-03-13,DR AMADEO JULIAN ABOGADOS CONSULTORES,1514761.8
2021-10-23,2026-10-22,PHILIPS NORTH AMERICA LLC,1509799.8
2025-07-21,2026-07-20,"CMI MANAGEMENT, LLC",1504205.95
2010-06-30,2010-12-31,"SPECTRUM ENGINEERS, INC",1500000.0
2003-04-16,2003-07-31,HII FLEET SUPPORT GROUP LLC,1493938.47
2018-04-11,2020-11-20,MITCHELL BROTHERS INC,1488476.0
2022-04-01,2023-03-31,BOOZ ALLEN HAMILTON INC,1485287.84
2004-06-16,2008-06-20,"BASE TECHNOLOGIES, LLC",1479930.01
2017-05-08,2018-05-07,TRUE INFORMATION ASSURANCE LLC,1475704.5
2019-10-01,2020-09-30,"NORTHPORT HEALTH SERVICES OF FLORIDA, LLC",1475333.0
2014-09-01,2019-02-28,"DEL REY SYSTEMS & TECHNOLOGY, INC.",1468901.71
2017-10-01,2017-11-30,"AKAL SECURITY, INC.",1467761.89
2020-09-28,2023-06-26,"BESHENICH MUIR & ASSOCIATES, LLC",1456277.5
2009-09-23,2014-01-10,"HORNET ACQUISITIONCO, LLC",1450262.63
2008-02-02,2011-02-28,MISCELLANEOUS FOREIGN AWARDEES,1449800.0
2006-03-17,2010-09-30,PRISM HELICOPTERS INC,1449319.98
2007-11-13,2008-09-30,FEDERAL EXPRESS CORPORATION,1445322.16
2025-09-01,2025-09-30,"DELAWARE RIVER STEVEDORES, INC.",1443930.22
2011-01-01,2011-03-31,"REYES COCA-COLA BOTTLING, L.L.C.",1438337.48
2011-12-14,2012-01-09,"ECOMASS TECHNOLOGIES, LP",1435644.0
2013-03-18,2014-06-30,TAC INDUSTRIES INC,1435211.69
2008-01-14,2010-06-01,"BIOENGINEERING ARCADIS, LLC",1430337.0
2021-07-27,2022-07-06,"NOBLE SUPPLY & LOGISTICS, LLC",1429463.2
2010-09-27,2011-10-22,WATTS CONSTRUCTORS LLC,1420000.0
2023-05-01,2025-04-30,ARDENT TECHNOLOGIES INC,1413832.17
2003-12-15,2007-11-30,GENERAL DYNAMICS DECISION SYSTEMS,1412793.89
2009-09-30,2014-09-30,CLIENT/SERVER SOFTWARE SOLUTIONS INC,1407736.35
2015-11-30,2018-11-29,THE PENNSYLVANIA STATE UNIVERSITY,1399000.0
2009-10-01,2010-09-30,"COMPASS ENERGY GAS SERVICES, LLC",1394024.26
2011-04-07,2014-08-06,"OCTAFLEX ENVIRONMENTAL SYSTEMS, INC.",1390209.0
2012-09-11,2019-09-30,WAVE CPC INC,1387816.29
2021-08-23,2022-09-30,ACCENTURE FEDERAL SERVICES LLC,1380696.5
2024-09-09,2024-12-15,RIVERIDGE PRODUCE MARKETING INC,1380340.12
2020-06-01,2021-05-31,DELL MARKETING L.P.,1377912.2
2024-03-24,2025-07-31,"AGILE DEFENSE, LLC",1377531.61
2008-03-25,2008-12-29,"SHAW ENVIRONMENTAL, INC.",1375189.26
2024-11-01,2025-06-30,"KIRIS, LLC",1373641.2
2014-10-01,2019-09-30,"VETERANS MONUMENT COMPANY, LLC",1371058.42
2011-06-16,2012-09-30,"STRATEGIC ENTERPRISE SOLUTIONS, CORPORATION",1318034.18
2007-08-03,2008-12-31,REAMS ENTERPRISES INC.,1317879.0
2017-08-01,2020-06-30,THE BOEING COMPANY,1317081.9
2020-12-16,2022-05-17,"ROCKWELL COLLINS, INC.",1316190.0
2008-10-01,2008-10-31,"WS AUDIOLOGY USA, INC",1305276.0
2012-09-15,2013-09-14,HAWAII RESEARCH SERVICES GROUP LLC,1301001.77
2023-10-02,2024-10-01,"CHESAPEAKE MEDICAL TRANSPORT SERVICES, L.L.C.",1300752.63
2010-06-25,2010-07-02,"MA FEDERAL, INC.",1297981.56
2010-06-25,2010-07-02,"MA FEDERAL, INC.",1297981.56
2005-09-21,2011-03-04,PULSETECH PRODUCTS CORPORATION,1297642.79
2022-07-13,2025-07-18,JOSEPH DAVID ASSOCIATES LLC,1291203.0
2022-04-25,2024-04-19,NEW FLYER OF AMERICA INC.,1288359.29
2024-07-23,2026-10-02,SIKORSKY AIRCRAFT CORPORATION,1285094.8
2021-09-16,2022-12-30,"VITAL LINK, INC.",1280263.29
2013-10-24,2015-02-26,CHEVRON USA INC.,1279926.47
2018-02-09,2018-02-20,PARSH MARINE PHILIPPINES INC,1278971.92
2013-12-20,2018-12-25,"FCN, INC.",1269707.38
2021-11-16,2022-11-21,"ATLANTIC DIVING SUPPLY, INC.",1263417.54
2017-09-28,2019-03-18,"NEW DIRECTIONS, INC.",1261164.51
2019-09-27,2021-01-27,MAEDA-ONAKA JOINT VENTURE,1258220.66
2019-09-27,2021-11-17,"KYUNAN CO., LTD.",1257919.63
2019-01-10,2024-07-15,INTEUM CO LLC,1257477.93
2013-02-22,2014-05-31,OCTO CONSULTING GROUP LLC,1256142.5
2017-09-20,2019-05-17,DESIGN WEST TECHNOLOGIES INC,1252360.0
2024-01-03,2024-06-28,"CANON MEDICAL SYSTEMS USA, INC",1252237.0
2018-08-01,2019-09-30,ADVANCED TECHNOLOGY INTERNATIONAL,1249192.0
2016-05-11,2017-11-15,"C2 TECHNOLOGIES, INC.",1247618.8
2014-07-28,2014-10-26,FORD MOTOR CO,1245404.0
2010-06-30,2010-08-20,"BUNGE MILLING, INC.",1243369.8
2015-09-30,2022-04-30,MCI COMMUNICATIONS SERVICES LLC,1240040.24
2007-08-25,2008-10-06,"BRISTOL CONSTRUCTION SERVICES, LLC",1237165.0
2008-10-21,2011-11-30,PHOENIX FRONTIER INC,1235146.17
2022-11-21,2023-11-21,BLUEALLY TECHNOLOGY SOLUTIONS LLC,1228158.0
2021-10-01,2021-12-31,ISLAND HEALTH CARE LIMITED PARTNERSHIP,1227325.08
2011-03-17,2012-01-11,OSHKOSH CORP,1224000.0
2009-06-01,2012-08-31,KOMADA LLC,1223424.0
2019-08-02,2025-09-30,CALIFORNIA INSTITUTE OF TECHNOLOGY,1214116.0
2012-01-01,2012-03-31,WHITE DAIRY ICE CREAM CO INC,1212710.92
2023-08-01,2024-06-20,"TOYO TRUST TOKKI CO.,LTD.",1209630.02
2010-08-19,2011-09-30,"MIC/CCS, JOINT VENTURE, LLC",1206506.0
2022-03-01,2026-02-28,"COUNTERTRADE PRODUCTS, INC.",1205504.96
2014-09-16,2015-09-29,"MICHAEL BAKER INTERNATIONAL, INC.",1201143.0
2023-09-25,2024-09-30,ANSIBLE GOVERNMENT SOLUTIONS LLC,1200000.0
2021-01-27,2026-01-31,"NOBIS ENTERPRISES, INC.",1177192.3
2022-10-01,2023-09-30,STERLING COMPUTERS CORPORATION,1175720.69
2017-01-23,2017-06-30,"O. K. FOODS, INC.",1164501.0
2024-11-08,2026-12-01,"RCG OF NORTH CAROLINA, LLC",1163342.0
2022-07-03,2026-03-31,"SYNECTIC SOLUTIONS, INC.",1162047.28
2010-09-28,2013-02-19,"DRAKE, INCORPORATED",1160566.79
2004-12-28,2007-09-30,"ROBBINS-GIOIA, LLC",1156138.01
2010-09-24,2020-03-06,MISCELLANEOUS FOREIGN AWARDEES,1153764.75
2015-01-01,2016-10-31,"INFUSED SOLUTIONS, LLC",1150560.0
2014-10-01,2019-09-30,JEROME LIMOGE,1150193.0
2007-10-11,2008-09-30,"FEDERAL PRISON INDUSTRIES, INC",1150000.0
2011-02-16,2015-09-15,"KERANETICS, LLC",1149843.95
2024-09-01,2029-08-31,TELLUS CIVIC SCIENCE CORPORATION,1145800.64
2016-09-22,2018-03-25,TRUE INFORMATION ASSURANCE LLC,1144482.08
2015-09-30,2018-02-28,"L3 TECHNOLOGIES, INC.",1142360.43
2020-03-24,2021-01-22,"ATLANTA GEAR WORKS, INC.",1141320.0
2008-07-21,2010-12-02,"MERCURY DEFENSE SYSTEMS, INC.",1131749.22
2017-11-15,2019-01-03,VINCORION LLC,1123152.96
2024-12-30,2027-02-25,"ALTEC INDUSTRIES, INC.",1122640.0
2020-02-25,2020-06-20,DEFENSE SYSTEMS AND SOLUTIONS,1121861.0
2014-07-31,2014-12-01,HP INC.,1121630.31
2019-09-30,2020-09-29,"TRI-TECH FORENSICS, INC.",1119999.64
2017-05-08,2020-05-07,COMMUNICATEHEALTH INC,1119233.07
2017-04-26,2018-05-31,LLAMAS PLASTICS INC,1113936.0
2018-05-16,2019-12-01,GOODRICH CORPORATION,1112004.0
2015-03-26,2015-04-14,CHEVRON USA INC.,1111497.91
2023-01-12,2023-09-12,GENERAL ELECTRIC COMPANY,1108600.0
2011-09-17,2011-10-17,DELL FEDERAL SYSTEMS L.P,1107350.0
2011-01-01,2011-03-31,"POMPEIAN, INC.",1105153.66
2022-08-03,2022-10-30,TEXAS WORKFORCE COMMISSION,1102817.0
2025-04-07,2027-04-07,"PICOGRID, INC.",1100000.0
2011-03-11,2011-09-30,"PHOENIX INTERNATIONAL, INC.",1096999.89
2017-10-01,2019-12-30,"BECKMAN COULTER, INC",1092997.12
2012-07-18,2012-08-17,ALVAREZ LLC,1092644.8
2010-02-10,2010-05-13,"AMENTUM TECHNOLOGY, INC.",1089240.0
2024-07-23,2027-07-22,OPENSCAPES LLC,1082359.34
2021-09-24,2022-09-26,"VETERAN INFORMATION TECHNOLOGIES, LLC",1081596.24
2023-08-17,2024-02-13,WORLD WIDE TECHNOLOGY LLC,1081576.56
2025-09-16,2026-09-15,INTERNATIONAL BUSINESS MACHINES CORPORATION,1077476.34
2005-06-15,2010-08-01,DUKE UNIVERSITY,1075000.0
2013-12-18,2018-10-31,"NOBLIS, INC.",1073870.03
2015-07-02,2015-09-30,DCI INC,1069823.64
2015-07-10,2015-12-31,AMERICAN ARTISANS GROUP LLC,1069000.0
2007-10-01,2007-11-30,"TREEHOUSE PRIVATE BRANDS, INC.",1065596.46
2023-09-30,2024-09-29,ENVIROSMART INC,1059277.5
2012-02-29,2015-02-28,THE CNA CORPORATION,1059044.88
2023-06-26,2024-11-18,MAROTTA CONTROLS INC,1049400.0
2021-09-21,2023-09-13,SOUTHWEST RESEARCH INSTITUTE,1049231.69
2021-09-19,2023-09-18,"C2 ALASKA, LLC",1048683.82
2011-04-08,2012-08-23,FEDERAL ACQUISITION RESOURCES INC,1046078.9
2006-06-07,2008-09-30,"TRITON SYSTEMS, INC.",1045193.0
2010-09-24,2011-04-07,RAYTHEON COMPANY,1041316.8
2012-03-05,2020-03-28,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",1038675.0
2017-11-02,2018-09-28,CARTER ENTERPRISES LLC,1037930.4
2018-07-13,2019-08-30,"J/MAC CONSTRUCTION, INC.",1035134.0
2019-09-13,2021-09-12,"AXON ENTERPRISE, INC.",1026812.68
2011-03-14,2011-09-30,"KEYSTONE OCEAN SERVICES, INC.",1026018.17
2023-11-27,2024-09-30,INUSSUK A/S,1024248.55
2005-03-18,2006-02-28,CALIFORNIA INSTITUTE OF TECHNOLOGY,1023003.27
2023-09-08,2026-11-30,"DT-TRAK CONSULTING, INC.",1022636.4
2011-09-22,2011-10-22,DIETARY EQUIPMENT INCORPORATED,1022116.26
2021-09-14,2023-01-26,SEQUOIA CONSTRUCTION INCORPORATED,1017581.93
2002-09-15,2012-09-30,CENTRAL PARKING SYSTEM INC,1014868.28
2008-08-15,2009-08-15,"TORION TECHNOLOGIES, INC.",1008221.97
2007-11-16,2012-09-30,"MATRIX ENVIRONMENTAL, INCORPORATED",1006120.0
2020-09-16,2021-09-14,"KBR WYLE SERVICES, LLC",968508.65
2013-01-14,2013-01-15,MCKESSON CORPORATION,966180.68
2013-11-25,2014-07-25,"PONCIANO CONSTRUCTION, INC.",964151.84
2020-09-20,2022-09-19,"AURA TECHNOLOGIES, LLC",963705.6
2010-08-01,2010-08-31,MCKESSON CORPORATION,963394.62
2009-01-25,2010-01-24,MISCELLANEOUS FOREIGN AWARDEES,963000.0
2020-06-10,2021-03-09,TRANSLATION EXCELLENCE INC.,962325.39
2019-12-09,2020-01-31,"COSMO OIL CO., LTD.",962279.97
2017-09-25,2018-09-28,"ANDERSON ENGINEERING OF MINNESOTA, LLC",961758.67
2025-07-15,2026-07-14,"DYNAMIS, INC.",957554.8
2018-07-27,2021-03-29,"CONTITECH USA, INC",956564.1
2010-10-18,2011-01-05,ADVANCED C4 SOLUTIONS INC,956390.4
2014-09-18,2019-09-19,INCHCAPE SHIPPING SERVICES DUBAI LLC,955216.37
2024-07-01,2026-06-30,"KCI USA, INC.",954849.5
2022-03-17,2022-05-31,"MASTERS GALLERY FOODS, INCORPORATED",952480.08
2023-11-14,2024-11-13,"ALPHASIX, LLC.",952148.0
2013-03-27,2014-01-22,"THE TREVINO GROUP, INC.",951600.0
2013-04-24,2014-09-30,LUBRICATING SPECIALTIES COMPANY,951400.0
2018-08-23,2021-05-31,REDSTONE DEFENSE SYSTEMS,950118.0
2017-10-13,2017-11-20,"MAHAFFEY TENT & AWNING CO., INC.",947924.0
2021-07-01,2021-08-31,"AMERICAN FOODS GROUP, LLC",945000.0
2015-05-20,2019-09-30,"GLOBAL COMMERCE AND SERVICES, LLC",942468.23
2024-12-01,2024-12-31,SCHUYLER LINE NAVIGATION COMPANY LLC,942272.46
2016-09-23,2018-12-02,"CHEROKEE NATION CONSTRUCTION SERVICES, L.L.C.",941735.8
2008-09-09,2008-09-26,DELL FEDERAL SYSTEMS L.P,941710.0
2007-08-30,2007-12-31,CEPHEID,935827.0
2025-03-01,2025-06-30,DELOITTE CONSULTING LLP,935475.89
2017-09-20,2018-08-07,REASBECK CONSTRUCTION INC,935418.5
2018-09-05,2018-10-20,"FCN, INC.",935050.45
2010-02-01,2010-02-28,MCKESSON CORPORATION,933911.18
2020-09-15,2022-09-29,"THUNDERCAT TECHNOLOGY, LLC",932748.16
2019-10-14,2021-09-21,MODERNO INC,932078.69
2023-04-05,2024-12-31,ASM AFFILIATES INC,931819.75
2024-09-12,2025-11-06,AIRBUS US SPACE & DEFENSE INC,931789.32
2020-06-29,2020-09-14,"WESCOTT AGRI PRODUCTS, INC",930652.8
2002-10-01,2009-01-08,AUTOMETRIC INC.,930603.0
2019-08-22,2022-08-22,"IGNITE DIGITAL FEDERAL SERVICES, LLC",929732.76
2008-07-15,2010-10-29,THE MITRE CORPORATION,924860.0
2011-08-16,2012-10-15,"BEM - BAY WEST JOINT VENTURE, LLC",924382.39
2007-12-13,2010-01-04,RTX CORPORATION,914249.6
2025-10-01,2026-09-30,FORFEITURE SUPPORT ASSOCIATES LLC,911022.87
2008-09-18,2009-10-17,DELOITTE CONSULTING LLP,906340.35
2019-04-11,2021-01-11,THE BOEING COMPANY,894281.88
2017-06-20,2017-08-16,"AKIMA SUPPORT OPERATIONS, LLC",893693.0
2020-10-30,2020-11-19,"APPLIED ACOUSTICAL SCIENCES, INC.",886409.45
2014-03-02,2014-09-06,MISCELLANEOUS FOREIGN AWARDEES,885379.25
2024-10-07,2024-10-08,AMERISOURCEBERGEN DRUG CORP,879905.17
2010-10-01,2016-03-31,GOVERNMENT SCIENTIFIC SOURCE INC,879026.82
2019-04-30,2020-04-29,"PARK COASTAL SURVEYING, LLC",878862.65
2010-10-01,2011-09-30,DEAN MCGEE EYE INSTITUTE,877711.86
2019-09-30,2019-10-31,BLUE TECH INC.,875826.0
2009-09-30,2010-09-29,BOOZ ALLEN HAMILTON INC,875537.21
2022-03-17,2022-03-18,MCKESSON CORPORATION,872490.79
2018-06-28,2020-12-28,"TELEDYNE SCIENTIFIC & IMAGING, LLC",871652.0
2011-04-11,2012-04-11,H.KRONENBERGER UND SOHN GMBH,863370.82
2022-12-14,2024-03-31,UNISON SOFTWARE INC,859653.74
2009-08-13,2012-03-19,"TJC ENGINEERING, INC",857446.34
2018-11-08,2018-11-09,MCKESSON CORPORATION,856521.47
2017-08-25,2019-02-28,GULF PACIFIC CONTRACTING LLC,855932.0
2013-06-27,2015-12-31,"LOGISTIC SPECIALTIES, INC.",855000.0
2011-04-01,2011-09-30,CENTRE MARKET BUILDING LLC,853813.42
2016-01-14,2017-01-14,"DLT SOLUTIONS, LLC",851453.3
2024-05-22,2024-10-31,MOUNTAIN BLADE RUNNER LLC,851115.3
2004-12-15,2008-05-31,LUNA INNOVATIONS INCORPORATED,849849.54
2022-10-12,2023-07-31,"B.E. SCAIFE PLUMBING COMPANY, INC",849468.89
2016-01-29,2017-07-31,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC.,848585.99
2008-06-04,2008-08-16,DLH A/S,847188.0
2008-03-31,2008-05-25,"HOUSTON ASSOCIATES, INC.",846153.0
2012-05-03,2012-12-22,LUSK MECHANICAL CONTRACTORS INC,845556.0
2011-09-14,2013-03-01,AGFA HEALTHCARE CORPORATION,845485.37
2021-05-11,2025-07-03,BEYON B.S.C,844980.26
2009-07-09,2013-01-03,PAL SERVICES INC,843729.99
2019-10-24,2019-11-15,PHILLIPS 66 COMPANY,842544.82
2019-09-19,2020-09-29,"CACI IDT, LLC",841725.0
2020-09-18,2021-09-17,"BETAH ASSOCIATES, INC.",841458.89
2002-12-15,2008-09-30,"ORKAND CORPORATION, THE",840189.06
2021-09-16,2022-10-06,BYERS & ASSOCIATES LLC,835760.0
2005-02-10,2009-08-12,UNISYS CORPORATION,834227.56
2018-09-26,2019-09-25,"INTERFAITH COMMUNITY SERVICES, INC",829934.99
2021-07-13,2021-07-29,"ATLANTIC DIVING SUPPLY, INC.",828385.64
2008-04-14,2008-11-30,"TATE, INCORPORATED",828278.15
2017-09-30,2020-01-07,TECNOLOGIA DE PROYECTOS S.R.L. DE C.V.,824425.55
2024-09-04,2025-04-02,"ONTIME NETWORKS, LLC",822469.96
2017-01-31,2022-03-31,SOURCEAMERICA,817202.25
2011-05-03,2012-04-27,FLIGHTSAFETY INTERNATIONAL INC,815090.0
2018-02-01,2022-01-31,"MEDTRONIC SOFAMOR DANEK USA, INC",813420.0
2015-07-17,2016-03-31,"ONEIDA TOTAL INTEGRATED ENTERPRISES, LLC",812061.02
2012-10-01,2013-09-30,"SMALLWOOD PRISON DENTAL SERVICES, INC",812010.56
2019-10-01,2024-09-30,UTAH DEPARTMENT OF VETERANS & MILITARY AFFAIRS,811169.04
2012-11-07,2013-09-30,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,808468.08
2024-09-29,2026-09-28,JG&A-TSG JV,806556.98
2006-11-07,2011-05-05,"S4, LLC",802892.49
2018-06-21,2018-07-21,STERLING COMPUTERS CORPORATION,799390.82
2011-07-20,2011-08-19,HESCO BASTION LIMITED,799313.63
2024-07-03,2025-03-25,"PIONEER INDUSTRIES, LLC",798926.1
2022-09-30,2025-09-29,STELLAR INNOVATIONS & SOLUTIONS INC.,792927.8
2008-08-22,2009-09-02,URS FEDERAL SERVICES INC.,791756.92
2019-05-02,2023-10-02,REMOTE SENSING SYSTEMS,789436.0
2019-05-14,2019-07-10,"IRON BOW TECHNOLOGIES, LLC",788555.16
2015-03-10,2017-01-15,KEY CONCEPTS KNOWLEDGEBASE L LC,786834.56
2019-02-12,2019-08-28,JSI TELECOM INC.,763810.0
2019-03-27,2022-03-27,MICROTECHNOLOGIES LLC,763762.35
2015-09-30,2016-06-02,KWR CONSTRUCTION INC,760827.0
2006-10-01,2008-09-30,THEO REALTY INVESTMENTS,758998.29
2012-08-03,2013-07-31,AMERICAN BIOMEDICAL GROUP INC,758601.45
2010-09-18,2015-09-17,PERATON SERVICES & SOLUTIONS INC.,756517.0
