start_date,end_date,recipient_name,amount
2024-10-14,2024-10-15,AMERISOURCEBERGEN DRUG CORP,13213.73
2009-10-18,2009-11-17,DOMESTIC AWARDEES (UNDISCLOSED),13212.39
2025-04-17,2025-06-12,MISCELLANEOUS FOREIGN AWARDEES,13208.33
2022-08-10,2022-09-09,"GRANITE AND MARBLE EXPRESS, INC.",13207.6
2008-09-16,2008-10-16,"BOBBY DODD INSTITUTE, INC.",13207.54
2019-05-21,2020-11-30,"LOAD TIME, INC.",13207.0
2022-05-12,2022-05-16,US FOODS INC,13201.59
2022-07-06,2023-03-04,"CAE SIMUFLITE, INC",13201.0
2012-10-23,2012-10-24,"AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT, INCORPORATED",13200.0
2016-09-24,2016-12-23,KATRUX REMODELING INC,13200.0
2021-12-14,2022-02-15,RANGER INDUSTRIES LLC,13200.0
2010-08-09,2010-09-28,"SURFACE ENHANCEMENT TECHNOLOGIES, LLC",13200.0
2013-02-27,2013-03-29,HANGER GREINER & SAUR ORTHOPEDICS INC,13199.84
2022-04-08,2023-04-07,NATIONAL COMPREHENSIVE CANCER NETWORK INC,13198.5
2018-05-09,2018-05-09,DNO INC,13197.0
2009-06-01,2009-08-30,FORD MOTOR CO,13197.0
2009-06-01,2009-08-30,FORD MOTOR CO,13197.0
2009-06-01,2009-08-30,FORD MOTOR CO,13197.0
2009-06-01,2009-08-30,FORD MOTOR CO,13197.0
2009-01-07,2009-04-07,FORD MOTOR CO,13197.0
2017-09-19,2017-09-19,ALLIANCE AVIATION MANAGEMENT LTD,13194.14
2024-11-04,2025-07-07,"CHAND, L.L.C.",13189.54
2013-08-22,2013-08-22,AMERISOURCEBERGEN DRUG CORP,13184.28
2011-09-23,2011-09-23,"CARDINAL HEALTH, INC.",13182.82
2015-07-13,2015-07-14,AMERISOURCEBERGEN DRUG CORP,13176.35
2009-12-24,2009-12-28,AMERISOURCEBERGEN DRUG CORP,13176.0
2012-06-30,2012-07-27,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",13168.71
2010-06-01,2010-06-30,"MCNAMARA CUSTOM SERVICES, INCORPORATED",13168.49
2008-08-25,2008-08-28,"ASEPTICO, INC.",13167.0
2024-09-17,2024-09-18,AMERISOURCEBERGEN DRUG CORP,13166.68
2019-06-04,2020-06-03,"CONCUR TECHNOLOGIES, INC.",13164.14
2021-08-12,2022-11-07,ES3 PRIME LOGISTICS GROUP INC,13161.1
2011-11-01,2011-12-01,"WVA ORTHOTIC & PROSTHETIC CENTER, INC.",13157.92
2023-09-18,2024-09-17,INTERNATIONAL BUSINESS MACHINES CORPORATION,13155.55
2023-10-05,2023-10-23,GLOBAL FOOD SERVICES COMPANY,13155.46
2017-10-11,2018-03-05,S I T CORPORATION,13152.56
2010-12-17,2010-12-20,AMERISOURCEBERGEN DRUG CORP,13148.0
2007-11-21,2007-12-12,"PRENTEX ALLOY FABRICATORS, INC",13147.0
2014-09-10,2015-09-17,MISCELLANEOUS FOREIGN AWARDEES,13146.69
2017-06-09,2017-06-09,MISCELLANEOUS FOREIGN AWARDEES,13142.59
2012-07-24,2012-07-24,AMERISOURCEBERGEN DRUG CORP,13141.77
2018-04-19,2018-04-20,MCKESSON CORPORATION,13141.66
2018-07-21,2018-07-21,BUFFALO SUPPLY INC.,13136.03
2011-11-10,2012-01-09,"THERMODYNE INTERNATIONAL, LTD",13134.0
2015-12-10,2016-02-29,"FIVE STAR OFFICE SUPPLY, L.L.C.",13114.0
2009-10-01,2009-10-31,MISCELLANEOUS FOREIGN AWARDEES,13111.0
2018-12-11,2018-12-11,SHELBY DISTRIBUTIONS INC.,13109.4
2025-05-14,2025-06-30,ADVANCED LOGISTIC PARTNERS INC,13108.0
2015-01-05,2015-02-05,"KCI USA, INC.",13099.32
2018-08-21,2018-08-21,MCKESSON CORPORATION,13096.84
2014-02-26,2014-02-26,"CARDINAL HEALTH, INC.",13094.36
2013-08-21,2013-11-13,"KNOLL, INC.",13086.12
2010-02-08,2010-04-22,INSTRUMENT TECH CORP.,13086.0
2015-09-24,2016-02-25,"FEDRESULTS, INC.",13085.76
2010-03-11,2010-04-28,NATIONAL INDUSTRIES FOR THE BLIND,13084.8
2023-11-13,2023-11-24,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",13082.45
2011-06-09,2011-06-09,AMERISOURCEBERGEN DRUG CORP,13076.23
2010-04-05,2010-04-15,CEPHEID,13060.8
2024-03-08,2024-03-11,AMERISOURCEBERGEN DRUG CORP,13059.2
2025-01-15,2025-06-30,"SHINKO CO.,LTD.",13056.82
2023-09-25,2023-10-16,CHEF'S DEPOT INC.,13056.4
2011-03-30,2011-03-30,BAYER HEALTHCARE LLC,13055.0
2008-05-02,2008-06-02,DELL MARKETING L.P.,13054.76
2013-05-10,2013-06-28,"GLOBUS MEDICAL, INC.",13054.0
2021-05-04,2021-05-07,LYKINS OIL CO,13052.38
2015-02-12,2015-02-12,OWENS & MINOR DISTRIBUTION INC,13052.0
2008-05-16,2008-06-06,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,13045.32
2025-01-24,2025-01-24,STELLAR AVIATION OF SPRINGFIELD LLC,13043.59
2015-03-20,2016-01-31,FISHER SCIENTIFIC COMPANY L.L.C.,13038.02
2004-07-16,2004-08-31,AFR & ASSOCIATES INC,13032.0
2022-04-21,2022-04-21,"EPIC AVIATION, LLC",13031.09
2009-08-13,2009-08-14,"CARDINAL HEALTH 200, LLC",13030.69
2023-03-13,2024-01-08,PHOENIX TRADING INC.,13020.0
2024-03-13,2024-04-03,"CARDINAL HEALTH 200, LLC",13020.0
2009-10-09,2009-10-13,"CARDINAL HEALTH 200, LLC",13016.0
2023-01-12,2023-04-20,ELECTRO ENTERPRISES INC,13011.84
2009-06-29,2009-07-10,"SITA BUSINESS SYSTEMS, INC.",13005.9
2021-02-18,2021-02-18,"PREMIER PRODUCE ONE, LLC",13004.0
2011-10-01,2012-11-16,"REV TANNER, REBECCA J",13000.0
2009-09-04,2010-09-03,ICESOFT TECHNOLOGIES INC,13000.0
2009-12-28,2010-12-31,AIRLINES REPORTING CORPORATION,13000.0
2015-02-19,2017-04-12,TROIANO WASTE SERVICES INC,13000.0
2017-01-01,2017-01-20,"SHAMROCK MEATS, INC.",13000.0
2023-09-13,2024-04-01,"PHILLIP CABLE MANUFACTURING, INC.",12995.5
2011-04-08,2011-04-24,MISCELLANEOUS FOREIGN AWARDEES,12991.0
2024-05-18,2024-05-22,UNITED METRO ENERGY CORP.,12987.9
2022-09-19,2022-10-31,"HOME HEALTH PAVILION, INC.",12985.0
2025-03-26,2025-03-28,"SYSCO BARABOO, LLC",12977.03
2019-12-04,2019-12-11,"W.W. GRAINGER, INC.",12976.66
2023-08-09,2023-08-09,TREGO DUGAN AVIATION OF GRAND ISLAND INC,12975.18
2009-07-30,2010-05-31,"GAPJIN DEVELOPMENT CO., LTD.",12974.69
2009-05-21,2009-10-23,ARCHER-DANIELS-MIDLAND COMPANY,12974.08
2011-01-10,2012-04-09,SIKORSKY AIRCRAFT CORPORATION,12972.24
2014-10-28,2014-10-28,AMERISOURCEBERGEN DRUG CORP,12972.21
2008-08-14,2008-09-18,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12969.0
2013-07-15,2013-12-31,UNIVERSITY OF CALIFORNIA IRVINE,12961.5
2021-08-19,2021-08-24,ARTHREX INC,12960.0
2014-02-20,2014-03-07,SYMBOLIC TECHNOLOGY INC,12960.0
2018-06-06,2019-12-31,"L3HARRIS TECHNOLOGIES, INC.",12956.8
2013-08-06,2013-11-04,"JLG INDUSTRIES, INC.",12946.56
2014-10-03,2014-10-25,"FEDERAL MAINTENANCE HAWAII, LLC",12934.9
2022-09-28,2022-12-27,"ATLANTIC DIVING SUPPLY, INC.",12932.81
2013-09-30,2014-03-06,SUPPLYCORE LLC,12929.62
2022-02-24,2022-02-25,AMERISOURCEBERGEN DRUG CORP,12928.44
2020-01-31,2021-10-19,LYNN ELECTRONICS LLC,12927.0
2021-09-01,2021-09-02,AMERISOURCEBERGEN DRUG CORP,12921.27
2014-05-13,2014-05-14,Y HATA & COMPANY LIMITED,12920.26
2022-12-15,2022-12-16,MCKESSON CORPORATION,12919.15
2010-04-09,2011-01-07,PARKER-HANNIFIN CORPORATION,12919.0
2020-07-10,2020-09-16,"MAXIMUS FEDERAL SERVICES, INC.",12917.44
2011-11-30,2012-02-01,NATIONAL INDUSTRIES FOR THE BLIND,12916.8
2017-07-04,2017-07-05,US FOODS INC,12900.02
2020-01-16,2020-08-13,SARGENT & GREENLEAF INC,12900.0
2019-02-15,2019-02-19,US FOODS INC,12898.57
2010-10-01,2011-09-30,"PHOENIX PLAZA PT, LLC",12892.46
2012-08-23,2012-08-27,EASTERN CAROLINA VOCATIONAL CENTER INC,12890.0
2018-03-19,2018-04-19,SIRIUS FEDERAL LLC,12881.23
2024-01-01,2024-03-31,SHAVER FOODS LLC,12877.92
2009-04-29,2009-05-28,OPTIWAVE SYSTEMS INC,12870.0
2016-08-25,2017-05-30,"GENERAL DYNAMICS-OTS, INC.",12867.18
2010-02-08,2010-02-11,US FOODS INC,12860.84
2010-02-09,2010-02-09,AMERISOURCEBERGEN DRUG CORP,12857.0
2012-11-29,2012-12-04,SYSCO SPOKANE INC,12854.64
2014-09-16,2014-10-30,BAHFED CORP,12850.0
2010-05-13,2010-10-24,"AUTOMATION PRODUCTS GROUP, INC.",12850.0
2013-10-24,2014-03-24,PHOENIX TRADING INC.,12846.0
2012-11-02,2012-12-31,ARCUS CORPORATION,12833.5
2010-02-02,2010-02-02,"CARDINAL HEALTH, INC.",12831.0
2022-08-01,2023-03-06,DUTCH VALLEY SUPPLY CO.,12828.8
2019-03-11,2019-03-12,AMERISOURCEBERGEN DRUG CORP,12825.33
2014-04-22,2014-08-20,"SAMUEL LEVINE PLUMBING AND HEATING SUPPLIES, INC.",12823.92
2016-06-01,2020-05-13,"CASE, LOWE & HART, INC.",12823.15
2017-03-28,2017-07-09,TEXAS AIR SERVICES INC,12817.22
2022-05-18,2022-06-30,ARTIFICIAL LIMB SPECIALISTS LLC,12816.66
2010-02-02,2010-04-08,AMERICAN TEXTILE SYSTEMS,12813.0
2019-10-01,2020-09-30,"REPUBLIC SERVICES OF OHIO HAULING, LLC",12811.01
2014-08-05,2014-12-08,R P M SUPPLY CORPORATION,12804.36
2019-10-01,2020-09-30,UNITED PARCEL SERVICE CO.,12803.12
2016-11-03,2016-11-03,BUFFALO SUPPLY INC.,12798.72
2024-12-31,2025-01-10,CKW ENTERPRISES LLC,12794.0
2008-02-20,2008-03-24,HILL'S PET NUTRITION SALES INC.,12793.5
2007-09-27,2008-09-30,"UNITED BUSINESS MACHINES, INC.",12792.72
2009-05-28,2009-07-30,"ENTERPRISE RENT-A-CAR GOVERNMENT PROCUREMENT, INC",12792.0
2016-08-11,2016-08-15,XEROX CORPORATION,12782.35
2024-12-31,2025-01-10,CKW ENTERPRISES LLC,12794.0
2008-02-20,2008-03-24,HILL'S PET NUTRITION SALES INC.,12793.5
2007-09-27,2008-09-30,"UNITED BUSINESS MACHINES, INC.",12792.72
2009-05-28,2009-07-30,"ENTERPRISE RENT-A-CAR GOVERNMENT PROCUREMENT, INC",12792.0
2016-08-11,2016-08-15,XEROX CORPORATION,12782.35
2020-05-13,2020-05-18,"USFI, INC.",12782.29
2022-01-25,2022-01-26,"CARDINAL HEALTH 200, LLC",12782.04
2008-07-09,2008-07-16,"PACIFIC CORRUGATED PIPE COMPANY, LLC",12781.66
2015-07-23,2015-09-17,BAY DIESEL CORP,12781.0
2021-07-29,2021-07-30,AMERISOURCEBERGEN DRUG CORP,12776.47
2009-08-26,2010-09-01,"ASPEN TECHNOLOGY, INC.",12774.29
2010-09-09,2010-10-01,MISCELLANEOUS FOREIGN AWARDEES,12769.86
2023-07-29,2023-08-10,EFS EBREX SARL,12769.78
2010-02-17,2010-02-23,US FOODS INC,12769.0
2012-06-19,2012-08-06,MISCELLANEOUS FOREIGN AWARDEES,12764.82
2014-04-04,2014-06-27,"HOSEI CO., LTD.",12764.69
2020-01-13,2020-01-17,STONEWIN CAPITAL LP,12764.06
2011-08-10,2011-09-09,"STAC COMPUTERS, INC.",12760.0
2022-11-15,2023-12-11,"JAMAICA BEARINGS CO., INC.",12759.6
2010-10-19,2010-10-24,LABATT INSTITUTIONAL SUPPLY CO,12759.0
2021-06-28,2021-07-01,HANJIN LOGISTICS CORPORATION,12757.54
2012-05-01,2012-05-31,ROSELLA GULLI,12754.02
2014-09-10,2014-09-29,"CARDINAL HEALTH 200, LLC",12752.69
2024-10-25,2024-10-30,"JOHNSON CONTROLS, INC",12751.3
2014-07-31,2015-01-27,"CUTTING DYNAMICS, LLC",12750.0
2025-01-21,2025-03-27,P & R TRADING INCORPORATED,12750.0
2015-03-01,2015-05-31,THE PHILIPPINE AMERICAN LIFE AND GENERAL INSURANCE (PHILAM LIFE) COMPANY,12748.98
2017-11-02,2018-08-20,DELA TECHNOLOGY CORPORATION,12745.02
2008-03-14,2008-06-12,GENERAL MOTORS LLC,12745.0
2022-09-30,2022-10-06,"GENESIS VISION, INC",12741.29
2017-10-22,2017-10-23,AMERISOURCEBERGEN DRUG CORP,12740.46
2024-12-31,2025-04-30,AMERICAN MEDEQUIP LLC,12740.0
2017-12-19,2017-12-20,AMERISOURCEBERGEN DRUG CORP,12727.93
2005-10-01,2006-09-30,ORACLE CORPORATION,12726.0
2014-12-02,2014-12-22,MCKESSON CORPORATION,12723.84
2022-01-26,2022-02-13,GOVCONNECTION INC,12718.37
2017-01-18,2017-02-28,"IRON BOW TECHNOLOGIES, LLC",12717.42
2011-10-06,2012-01-21,CELLCO PARTNERSHIP,12715.59
2016-06-15,2016-06-15,JACKSONVILLE JETPORT LLC,12713.0
2010-07-20,2010-08-22,NATIONAL INDUSTRIES FOR THE BLIND,12709.5
2018-01-11,2018-06-20,JAMAICA BEARINGS CO. INC.,12708.29
2009-02-13,2009-02-17,"GLOBAL EXPERIENCE SPECIALISTS, LLC",12705.83
2020-06-16,2020-06-19,"TROY COMPANY, INC.",12704.95
2013-10-01,2014-09-30,BOTACH INC.,12700.0
2017-09-19,2017-10-10,AMERISOURCEBERGEN DRUG CORP,12699.56
2015-07-13,2015-07-31,"EDELMAN LEATHER, LLC",12696.25
2011-08-19,2011-09-09,"BURLINGTON ENVIRONMENTAL, LLC",12696.0
2012-01-01,2012-03-31,PHILIP A BECKER,12694.22
2015-02-05,2015-10-08,"ROLLER BEARING COMPANY OF AMERICA, INC.",12690.0
2015-03-13,2015-03-13,"CARDINAL HEALTH, INC.",12687.07
2010-11-01,2011-05-02,"FREUNDLICH SUPPLY COMPANY, INC.",12685.53
2007-08-13,2007-09-10,"INTEGRIO TECHNOLOGIES, LLC",12685.0
2017-01-27,2017-02-10,NATIONAL INDUSTRIES FOR THE BLIND,12680.0
2015-04-15,2016-04-14,"PROVISTA SOFTWARE INTERNATIONAL, INC.",12674.7
2011-01-12,2011-01-19,"MICHELIN AIRCRAFT TIRE COMPANY, LLC",12671.0
2009-10-27,2010-07-13,MISCELLANEOUS FOREIGN AWARDEES,12670.84
2022-02-25,2022-05-15,"IKA-WORKS, INC.",12670.0
2014-11-06,2015-06-19,GRIMES AEROSPACE COMPANY,12656.8
2014-08-07,2015-09-29,"LEXMARK INTERNATIONAL, INC.",12656.4
2021-09-24,2023-12-31,GOVCONNECTION INC,12652.33
2014-05-27,2014-05-30,COMPASS GRAPHICS,12639.85
2024-10-09,2024-11-30,"ARACENT HEALTHCARE, LLC",12638.34
2023-11-28,2023-11-29,AMERISOURCEBERGEN DRUG CORP,12631.98
2009-03-30,2009-04-02,US FOODS INC,12631.0
2009-08-31,2009-09-30,"WALKER, PHILIP R & ASSOCIATES INC",12627.8
2011-02-04,2011-09-30,MASSACHUSETTS ELECTRIC CO,12624.88
2022-10-13,2022-10-13,AVFUEL CORP,12624.61
2013-01-11,2013-02-11,RMD&K INC,12624.23
2023-10-30,2023-10-30,"STERN PRODUCE COMPANY, INC.",12623.81
2006-05-26,2006-09-30,"GLOTECH, INC.",12622.15
2020-06-22,2021-04-19,KAMPI COMPONENTS CO INC,12620.44
2010-05-27,2010-09-15,MISCELLANEOUS FOREIGN AWARDEES,12620.17
2020-05-21,2020-05-22,MISCELLANEOUS FOREIGN AWARDEES,12618.75
2011-01-01,2011-09-30,175 AMHERST STREET LLC,12618.33
2018-07-14,2018-07-14,BUFFALO SUPPLY INC.,12617.22
2009-06-02,2009-08-31,FORD MOTOR CO,12615.0
2009-06-02,2009-08-31,FORD MOTOR CO,12615.0
2018-08-24,2018-11-30,BERNHARDT FURNITURE CO,12614.14
2015-11-16,2015-11-18,US FOODS INC,12611.83
2009-04-06,2009-04-06,"SYSMEX AMERICA, INC",12606.0
2010-08-17,2010-08-17,AMERISOURCEBERGEN DRUG CORP,12605.0
2017-05-08,2017-09-30,ROCHE DIAGNOSTICS CORPORATION,12603.6
2018-02-14,2018-02-15,AMERISOURCEBERGEN DRUG CORP,12601.4
2023-02-27,2023-07-03,LARKOS PACKING AND DISTRIBUTION INC.,12601.08
2007-07-12,2008-09-30,SAN BERNARDINO COUNTY,12601.0
2018-02-17,2018-02-21,OPTIMEDIA INC,12600.0
2014-05-30,2014-11-13,RUTA SUPPLIES INC,12595.08
2010-03-18,2010-03-19,MEDTRONIC INC,12595.0
2011-03-25,2011-04-25,THE BOEING COMPANY,12595.0
2025-07-29,2025-11-06,BB&G ENTERPRISES INC,12592.84
2025-10-07,2025-12-01,"SEAHORSE DEFENSE SUPPLY, LLC",12588.66
2007-06-11,2008-06-30,"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE, INC.",12588.0
2023-11-09,2023-11-16,"W.W. GRAINGER, INC.",12588.0
2021-06-28,2021-07-06,"NOBEL BIOCARE USA, LLC",12587.91
2020-02-18,2020-02-19,OWENS & MINOR DISTRIBUTION INC,12587.75
2015-12-01,2016-11-30,STERLING COMPUTERS CORPORATION,12587.5
2008-05-20,2008-06-16,UNIVERSAL PROCUREMENT INC,12587.0
2017-06-30,2017-06-30,"CHERDRON COSENS, LAVERNE",12586.24
2025-01-16,2025-01-17,AMERISOURCEBERGEN DRUG CORP,12586.08
2021-08-16,2021-08-17,"CARDINAL HEALTH 200, LLC",12583.0
2021-06-28,2021-07-06,"NOBEL BIOCARE USA, LLC",12587.91
2020-02-18,2020-02-19,OWENS & MINOR DISTRIBUTION INC,12587.75
2015-12-01,2016-11-30,STERLING COMPUTERS CORPORATION,12587.5
2008-05-20,2008-06-16,UNIVERSAL PROCUREMENT INC,12587.0
2017-06-30,2017-06-30,"CHERDRON COSENS, LAVERNE",12586.24
2025-01-16,2025-01-17,AMERISOURCEBERGEN DRUG CORP,12586.08
2021-08-16,2021-08-17,"CARDINAL HEALTH 200, LLC",12583.0
2008-02-25,2008-09-30,"MCKESSON HBOC, INC.",12580.26
2020-07-01,2020-08-31,QUADRIGA SERVICES OOD,12577.15
2023-10-06,2024-03-14,ELECTRO-LINE INC,12576.24
2024-10-30,2024-10-31,MCKESSON CORPORATION,12573.54
2006-07-10,2006-09-08,COSPOLICH INC.,12570.93
2021-02-09,2021-02-10,AMERISOURCEBERGEN DRUG CORP,12569.43
2019-03-26,2019-04-12,"VETERANS HEALTHCARE SUPPLY SOLUTIONS, INC",12562.5
2010-10-07,2010-10-08,MCKESSON CORPORATION,12559.88
2014-11-10,2015-04-09,"F & R SALES, INC.",12558.72
2024-05-10,2024-05-21,THEODOR WILLE INTERTRADE GMBH,12549.35
2021-10-20,2021-11-19,"OMNI CONTROLS, INC.",12544.0
2020-03-06,2020-03-13,BIOMET 3I LLC,12540.8
2010-06-30,2010-07-17,JORDAN ELECTRIC COMPANY,12538.03
2008-06-17,2008-07-07,INTER PAGE LIMITED PARTNERSHIP,12535.58
2014-12-17,2015-02-15,SKY BLUE BUILDERS LLC,12533.75
2011-08-24,2011-12-07,"ABACO SYSTEMS, INC.",12529.0
2016-03-30,2016-04-15,AMERIQUAL GROUP LLC,12527.46
2023-06-20,2024-06-19,PERMOBIL INC,12525.14
2009-09-02,2009-10-02,"NEW TECH SOLUTIONS, INC.",12525.0
2025-07-17,2026-07-16,GENERAL ELECTRIC COMPANY,12521.6
2013-05-02,2013-06-13,ABILENE ARTIFICIAL LIMB CO. LLP,12517.49
2023-11-29,2024-11-30,QUALITY BIOLOGICAL INC,12514.8
2019-06-24,2019-11-21,MICROTECH INC,12512.0
2010-10-01,2011-09-30,"BECKMAN COULTER, INC",12510.0
2022-07-30,2023-07-29,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",12507.84
2012-07-13,2012-07-13,AMERISOURCEBERGEN DRUG CORP,12507.12
2023-03-30,2023-06-30,"HANGER PROSTHETICS & ORTHOTICS, INC.",12506.73
2021-03-16,2021-03-17,AMERISOURCEBERGEN DRUG CORP,12504.63
2018-03-10,2018-04-09,TESLA INDUSTRIES INC,12504.04
2018-01-24,2018-02-05,TESLA INDUSTRIES INC,12504.04
2008-06-12,2008-07-07,"GORDON, LLOYD B",12500.0
2023-04-21,2023-07-20,YUCA ENERGY LIMITED,12500.0
2010-09-23,2010-09-30,CONSORTIUM FOR ADVANCED MANAGEMENT - INTERNATIONAL,12500.0
2022-09-26,2022-12-31,"ARBOR PRO, LLC",12500.0
2007-11-18,2007-11-18,MISCELLANEOUS FOREIGN AWARDEES,12496.0
2008-01-01,2008-01-15,"GOLD STAR FOODS OF VIRGINIA, INC",12490.52
2019-05-15,2019-05-20,OWENS & MINOR DISTRIBUTION INC,12488.46
2018-11-20,2018-11-28,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",12487.25
2023-04-28,2023-05-19,AMERISOURCEBERGEN DRUG CORP,12478.2
2009-07-01,2009-09-30,"HIGHWOODS PROPERTIES, INC.",12476.7
2009-12-01,2010-07-13,NAPHCARE INC,12472.2
2016-10-29,2018-01-19,"AT&T ENTERPRISES, LLC",12469.03
2014-07-25,2014-07-28,AMERISOURCEBERGEN DRUG CORP,12464.33
2021-04-28,2021-05-19,DMS PHARMACEUTICAL GROUP INC,12464.0
2025-09-04,2025-11-14,FIBER BUSINESS SOLUTIONS GROUP INC,12462.17
2018-12-12,2018-12-13,AMERISOURCEBERGEN DRUG CORP,12461.2
2020-12-08,2020-12-11,"USFI, INC.",12460.54
2017-10-01,2018-09-30,ACORN OFFICE PRODUCTS LLC,12460.0
2018-12-13,2019-02-14,"HOMECARE PRODUCTS, INC.",12454.46
2020-03-13,2020-04-12,THE WEST TEXAS REHABILITATION CENTER,12451.41
2015-06-22,2015-12-07,"HENDERSON PRODUCTS, INC",12451.0
2013-05-08,2013-06-07,"BRISTOL INDUSTRIES, LLC",12449.6
2017-05-23,2018-06-27,"DREAMFIND, INC.",12448.25
2024-10-21,2024-10-23,LABATT INSTITUTIONAL SUPPLY CO,12446.46
2022-04-26,2022-05-26,MEDBLOC INC,12444.23
2014-10-08,2014-11-07,PERMOBIL INC,12443.2
2021-11-24,2022-03-08,PUMP ENGINEERING COMPANY,12443.1
2012-01-12,2014-06-29,"EAGLE DISTRIBUTING ENTERPRISES, INC.",12442.45
2021-02-03,2021-02-08,KLS-MARTIN LIMITED PARTNERSHIP,12439.2
2020-08-28,2021-02-16,"POLYTRONIX, INC.",12438.0
2010-05-17,2010-06-07,"OMNITECH ENGINEERING & MANUFACTURING, INC.",12438.0
2024-10-28,2024-10-29,AMERISOURCEBERGEN DRUG CORP,12437.75
2007-10-24,2012-04-04,HONEYWELL INTERNATIONAL INC.,12436.0
2009-07-20,2009-07-23,"QIAGEN, LLC",12433.14
2024-04-03,2024-09-30,AOTI INC,12433.02
2025-10-06,2025-10-27,"S & S FOREST PRODUCTS, LLC",12429.8
2025-07-18,2025-07-18,"INDIANAPOLIS AVIATION PARTNERS, LLC",12429.37
2018-05-22,2018-05-23,SUPPLIES NOW INC,12429.26
2018-08-24,2018-09-24,"QUADIENT, INC.",12428.0
2024-09-05,2025-04-08,BOURBON SEALS LLC,12427.23
2008-04-16,2008-10-15,MICROSEMI CORP.-POWER MANAGEMENT GROUP,12415.0
2015-04-15,2015-04-15,"CARDINAL HEALTH, INC.",12414.56
2020-08-25,2020-09-08,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12414.42
2020-06-29,2020-06-30,AMERISOURCEBERGEN DRUG CORP,12410.78
2008-03-19,2008-03-29,"A & D ENGINEERING, INC.",12410.0
2019-04-22,2019-05-07,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12404.0
2013-11-16,2014-05-30,"ECHELON SUPPLY AND SERVICE, INC.",12402.0
2009-02-12,2009-03-31,"UNICOM GOVERNMENT, INC.",12401.51
2011-02-18,2011-02-18,"ELECTRICAL PARTS SUPPLY, INC.",12400.0
2018-01-03,2018-02-23,IBA DOSIMETRY AMERICA INC,12397.5
2018-09-19,2018-10-26,"CALIFORNIA PERIPHERALS & COMPONENTS, INC.",12397.23
2013-01-16,2013-01-25,SODEXO REMOTE SITES PARTNERSHIP,12396.73
2023-08-25,2024-01-10,IMECO INC,12396.0
2012-06-15,2012-06-15,EATON CORPORATION,12395.0
2016-09-01,2016-12-01,"TECHNICAL COMMUNITIES, INC.",12394.5
2025-02-05,2025-02-27,DMS PHARMACEUTICAL GROUP INC,12393.8
2021-08-06,2021-08-06,"FREEMAN HOLDINGS OF ARIZONA, L.L.C",12391.01
2014-01-09,2014-01-09,"SYNTHES USA SALES, LLC",12391.0
2010-02-26,2015-02-26,"METRO OFFICE SYSTEMS, INC",12390.0
2022-04-14,2022-04-29,LONSEAL INCORPORATED,12390.0
2011-04-29,2011-05-02,GOVERNMENT SCIENTIFIC SOURCE INC,12388.53
2013-10-15,2014-02-14,"ATLANTIC DIVING SUPPLY, INC.",12387.01
2025-08-15,2026-04-27,"ALLIED DEFENSE INDUSTRIES, LLC",12386.4
2014-09-18,2015-01-13,"ATLANTIC DIVING SUPPLY, INC.",12357.61
2020-01-17,2020-04-16,"AAH ACQUISITION, LLC",12357.24
2013-10-04,2013-10-04,"CARDINAL HEALTH, INC.",12354.6
2022-10-24,2023-10-23,AGILENT TECHNOLOGIES INC,12350.12
2012-02-14,2012-02-14,MISCELLANEOUS FOREIGN AWARDEES,12350.0
2019-06-14,2020-03-30,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",12343.5
2008-09-02,2009-03-17,HONEYWELL INTERNATIONAL INC.,12338.0
2013-10-21,2013-10-22,BUFFALO SUPPLY INC.,12337.5
2016-10-19,2016-10-25,SYSCO CENTRAL ALABAMA INC,12334.92
2016-10-15,2016-10-15,UNIWELL FRESNO HOTEL LLC,12333.83
2022-12-29,2024-01-11,HONEYWELL INTERNATIONAL INC.,12329.9
2016-09-19,2016-09-20,MCKESSON CORPORATION,12326.76
2008-02-21,2008-04-25,MISCELLANEOUS FOREIGN AWARDEES,12320.0
2019-01-02,2019-01-03,SUPPLIES NOW INC,12319.2
2023-05-30,2023-05-30,"EC AMERICA, INC",12318.2
2013-08-18,2013-08-19,AMERISOURCEBERGEN DRUG CORP,12315.35
2014-03-05,2014-08-18,TRIMAN INDUSTRIES INC,12312.0
2013-06-04,2013-06-18,"EDMO DISTRIBUTORS, INCORPORATED",12308.01
2022-03-21,2025-03-20,STERLING COMPUTERS CORPORATION,12304.95
2024-06-04,2024-06-14,BEARING DISTRIBUTORS INC,12300.0
2013-09-23,2013-09-26,"HENRY SCHEIN, INC.",12298.27
2019-09-15,2019-11-29,"CAPRICE ELECTRONICS, INC",12297.6
2015-10-26,2016-04-25,"HOUSTON DRIVE TRAIN VEHICLE COMPONENT SALES, INC.",12295.8
2008-07-31,2008-08-01,"CARDINAL HEALTH, INC.",12292.0
